IMO number	1st name	/ nationality	owner	operator	completion year	shipyard	yard / hull number	engine design	engine type	power output (KW)	maximum speed (Kn)	overall length (m)	overall beam (m)	maximum draught (m)	maximum TEU capacity	container capacity at 14t (TEU)	reefer containers (TEU)	deadweight (ton)	gross tonnage (ton)	handling gear	exname 1	exname 2	exname 3	exname 4	exname 5	exname 6	exname 7	exname 8	exname 9
9043641	SHAN HE	China	COSCO Container Lines	COSCO	1994	Hitachi Zosen Corp., Japan	4871	SUL	9RTA84C	34.421	24,0	275,00	32,20	12,50	3800	2824	240	51.983	49.375	None									
9501368	SHANGHAI EXPRESS	Germany	Hapag-Lloyd	Hapag-Lloyd	2013 / 03	Hyundai Heavy Industries Ltd. Co, South Korea	2245	B&W;	12K 98ME-C7	68.840	24,6	366,50	48,20	15,50	13092	9082	800	140.580	135.000	None									
9614476	SHANSI	Hong Kong	The China Navigation Co Pte Ltd	CNC	2013 / 02	Zhejiang Ouhua Shipbuilding Co, China	0637				15,5	199,0	28,2		2082			31.000											
9396610	RICKMERS JAPAN	Marshall Islands	Rohden Bereederung	Hamburg Süd	2008 / 06	Jiangsu Yangzijiang Shipbuilding Co. Ltd, China	2006 -727C	B&W;	8S50MCC	12.640	20,0	161,30	25,00	9,50	1347	925	449	17.350	16.107	2 x 45	SHANTI-09	ALIANCA NEUQUEN							
9614488	SHANTUNG	Hong Kong	The China Navigation Co Pte Ltd	CNC	2013 / 07	Zhejiang Ouhua Shipbuilding Co, China	0638				15,5	199,0	28,2		2082			31.000											
9614490	SHAOSHING	Hong Kong	The China Navigation Co Pte Ltd	CNC	2013 / 07	Zhejiang Ouhua Shipbuilding Co, China	0639				15,5	199,0	28,2		2082			31.000											
9114347	ARKTIS MORNING	Bahamas	CEC Managment	CEC	1996	Aarhus Dockyard Ltd. (Aarhus Flydedok AS), Denmark	218	MAK	6M552C	4.500	16,0	100,80	20,20	8,2	652		106	8.947	6.285	2 x 70	HELENE DELMAS	CEC MORNING	ANGKOR STAR-01	CEC MORNING-11	CEC MANDARIN-11	CLIPPER MANDARIN-13			
9134684	NORDCOAST	Cyprus	Oldendorff Klaus E		1997 / 11	Stocznia Szczecinska S.A., Poland	186/3/14	SUL	6RTA62U	13.320	19,0	179,40	25,40	9,90	1684		120	22.420	16.252	3 x 45	CSAV BUENOS AIRES-00	NORDCOAST-00	ALIANCA PARANA-01	DAL EAST LONDON-02	SAFMARINE NAHOON-02	NORDCOAST-05	CALA PUEBLA-09		
9103362	ARKTIS MARINER	Bahamas	Shaya shipping	CEC	1996	Aarhus Dockyard Ltd. (Aarhus Flydedok AS), Denmark	216	MAK	6M552C	4.500	16,0	100,80	20,20	8,2	652		106	8.972	6.285	2 x 70	MELBRIDGE MAJOR-97	MELFI HALIFAX-98	ARCTIS MARINERE-01	P&O; NEDLLOYD BELEM-01	CEC MARINER-01	SEABOARD EXPLORER II	CLIPPER MARINER-13		
9420356	SHAYAN 1	Iran	Valfajre Shipping		2008 / 11	Jinling Shipyard, China	04-0427	B&W;	7L458/64	9.730	19,6	147,80	23,50	8,50	1118	713	220	13.760	9.912	2 x 45									
9385594	SHEBELLE	Ethopia	Ethiopian shipping Line		2006	Taizhou Kouan Shipbuilding, China	KA301					179,00	27,00	10,20	1377			27.358	20.471										
8611790	SHEN CHUN	Singapore	Wan Hai Steamship Co	Wan Hai	1987	Naikai Zosen Corp., Japan	519	B&W;	7L50MC	5.664	16,0	150,30	23,50	8,70	640		70	15.106	9.958										
8814512	HANJIN FELIXTOWE	China	Hainan Pan Ocean	Hainan Pan Ocean	1990	Samsung Shipbuilding & Heavy industries Co. Ltd, South Korea	1071	SUL	7RTA84	33320	22,5	242,90	32,30	10,80	2670	2134	153	44.044	37.134	None	CMA CGM MAKASSAR-07	SARONIKOS BRIDGE-10							
7926069	POYANG	St. Vincent	China Navigation		1981 / 00	Mie Shipyard Co. Ltd., Japan	199	MIT	7UEC45/115	5.149	14,0	120,80	20,90	7,90	576		No Info	9.744	6.734	1 x 20									
9058402	SHENG HE	China	COSCO Container Lines	COSCO	1994	Guangzhou Wenchong Shipyard, China	264	B&W;	6L60MC	8.456	17,0	148,30	22,50	8,10	725	693	50	13.250	9.951	None									
9614505	SHENGKING	Hong Kong	The China Navigation Co Pte Ltd	CNC	2013 / 09	Zhejiang Ouhua Shipbuilding Co, China	0640				15,5	199,0	28,2		2082			31.000											
9270646	IRAN ARAK	Iran	HDS Line	IRISL	2007 / 10	Persian Gulf Shipbuilding	101	B&W;		16.749	21,7	187,30	29,30	11,60	2230			23.500	23.200		VALILI-12								
9301562	ASIAN GLORY	Cyprus	Bockstiegel Reederei		2005 / 05	Jiangdong Shipbuilding, China	1100-06	MAN	7L58/64	9.730	20,0	148,00	23,50	8,50	1118		200	13.760	9.966	2 x 45	ASIAN GLORY-05	ALIANCA PAMPAS-09	ASIAN GLORY-10						
8218500	SHANGHAI EXPRESS	Panama	Greatsourses Shipping		1984 / 00	J.J. Sietas KG Schiffswerft GmbH & Co., Germany	0900	MAK	6M350AK	3.001	16,0	117,50	20,40	7,50	541		50	8.594	6.670	2 x 35	INSA-85	VIRA BHUM-85	SHARPHU-85	NANGA PARBAT-86	INSA-88	HAI-88	HAI YING-91	XIN HAILONG-92	SINO MARINE-98
9614517	??? CHINA NAVIGATION, OUHUA MPP 2000	Hong Kong	The China Navigation Co Pte Ltd	CNC	2013 / 06	Zhejiang Ouhua Shipbuilding Co, China	0641				15,5	199,0	28,2		2082			31.000											
9614529	??? CHINA NAVIGATION, OUHUA MPP 2000	Hong Kong	The China Navigation Co Pte Ltd	CNC	2013 / 07	Zhejiang Ouhua Shipbuilding Co, China	0642				15,5	199,0	28,2		2082			31.000											
9430935	SICILIA	Liberia	Ahrenkiel CF KG	Hapag-Lloyd	2008 / 06	Kouan Shipbuilding Industry, China	A07	B&W;	7 S60MC-C	16.660	20,5	179,70	27,60	10,70	1812	1312	319	25.899	20.600	None									
9253002	SILS	Switzerland	Suisse Atlantic	CSAV	2003 / 06	Hyundai Mipo Dockyards Ltd. Co, South Korea	0114	B&W;	7K80MC-C	25.274	24,0	221,20	30,00	12,00	2824	2030	554	39.241	27.779	None	NORASIA SILS-08								
9134567	CAPE NORTH	Liberia	NSC Schiffahrtsgeselschaft		1998	Stocznia Gdansk S.A., Poland	B191/11	B&W;	6L70MC	16200	20,9	175,00	26,50	10,50	1502	1180	200	22.285	15.700		MAERSK SKAGEN-99	CAPE NORTH-01	TIGER PEARL-03	CAPE NORTH-04	YM GENOVA II-07				
9136591	OCEAN LEMON	Panama	Shoei Kisen	MOL	1996 / 06	Iwagi Zosen K.K., Japan	160	B&W;	7S50MC	9.989	18,1	150,00	25,60	8,80	1133		100	17.429	13.310	2 x 35	OCEAN LEMON-01								
9179476	CAPE CAPSTAN	Bahamas	Heung-A Shipping		2000	Weihei Shipyard, China	CZ007	B&W;	5S50MC	7.900	18,0	136,50	22,50	8,50	843	600	80	11.031	8.986	2 x 40									
8113865	EVER OBTAIN	Panama	Simatech Shipping	Simatech	1983 / 00	Hakodate Dock Co. Ltd., Japan	715	SUL	6RLB66	11.100	15,0	183,00	23,60	11,00	1278		No Info	30.251	19.698	None									
9292436	SIMA PRIDE	Singapore	Simatech Shipping	Simatech	2004 / 03	Peene-Werft GmbH, Germany	513	B&W;	7S50	11.060	19,3	155,60	24,50	9,00	1221	924	178	16.449	14.308	2 x 45									
9330939	SIMA SADAF	Marshall Islands	Simatech Shipping	Simatech	2007 / 10	Peene-Werft GmbH, Germany	541	B&W;	7S50	11.060	19,3	170,00	25,10	9,50	1440	1065	174	20.250	15.995	None									
9330903	SIMA SAMAN	Singapore	Simatech Shipping	Simatech	2006 / 10	Peene-Werft GmbH, Germany	538	B&W;	7S50	11.060	19,8	170,00	25,10	9,50	1440	1065	174	20.250	15.995	None									
7920560	METRO	Indonesia	Djakarta Lloyd		1981 / 00	Flensburger Schiffsbau-Gesellschaft MbH & Co. KG, Germany	0658	MAN	K7SZ70/1	10.632	18,5	170,20	28,40	9,70	1152		100	21.216	15.689	2 x 45	JAYAKARTA-86	ANRO JAYAKARTA-99	TIGER METRO-03						
7920572	MAJAPAHIT	Cyprus	Djakarta Lloyd	Evergreen	1982 / 00	Flensburger Schiffsbau-Gesellschaft MbH & Co. KG, Germany	659	MAN	K7SZ70	10.636	14,0	170,20	28,40	9,70	1152		100	20.815	16.135	2 x 35	TEMPO-99	TIGER TEMPO-00							
8100820	EVER OCEAN	Panama	Simatech Shipping	Simatech	1982 / 00	Hakodate Dock Co. Ltd., Japan	710	SUL	6RND68M	10.500	15,0	183,00	23,20	10,70	1170		No Info	26.634	18.337	None	UNI OCEAN-04								
7720881	ENSIGN	North Korea	So Hae Son Bak Co Ltd		1979 / 00	HDW Howaldswerke Deutsche Werft AG, Germany	130	MAN	K5SZ70/	7.350	16,0	163,00	22,90	9,60	1008		42	18.002	13.357	4 x 25	ELBE D-88	MARLAND-91	WEC ROTTERDAM-91	MARLAND-91	CMB ENSIGN-94	ENSIGN-95	CMBT ENSIGN-95	ENSIGN-97	JUTHA PARICHART-03
9352432	SINAR BANDUNG	Panama	Hakuyo Kisen	Samudera	2005 / 06	Hakata Shipbuilding Co. Ltd., Japan	668	B&W;	7S50MC	9.988	19,5	147,00	25,00	9,00	1060	778	104	14.984	12.546	None									
9220304	SINAR BANGKA	Panama	Fukusai sagyo kk	Samudera	2000	Hakata Shipbuilding Co. Ltd., Japan	616	B&W;	7S50MC	9.989	18,0	147,00	25,00	9,00	1060	778	104	14.000	12.563	None									
9441740	SINAR BANTEN	Panama	Meiho Kaiun KK	Samudera	2008 / 06	Hakata Shipbuilding Co. Ltd., Japan	682	B&W;	7S50MC	9.988	19,5	147,00	25,00	9,00	1060	778	104	15.239	12.584	None									
9101560	KUO LIH	Panama	Cheng Lie Navigation	Samudera	1995	Imabari Shipbuilding Co. Ltd., Japan	0513	B&W;	7S50MC	7.319	17,0	166,70	27,30	8,40	1121		42	18.421	15.184	None	KUO LIH-06								
9397107	VEGA SATURN	Antigua	Samudera Shipping Line	Seafreight	2008 / 06	Kouan Shipbuilding Industry, China	408	B&W;	7 L58/64	9.730	19,6	147,80	23,20	8,50	1118	700	220	13.760	9.966	2 x 45									
9250957	SINAR BINTAN	Panama	Kowa Marine Service Co Ltd	Samudera	2002	Hakata Shipbuilding Co. Ltd., Japan	633	B&W;	7S50MC	9.989	19,5	147,00	25,00	9,00	1060	778	104	14.985	12.563	2 X 40									
9412799	SINAR BITUNG	Panama	Aboitiz Jebsen Bulk Transport		2007 / 07	Imabari Shipbuilding Co. Ltd., Japan	647	B&W;	7S50MC	9.989	18,3	161,90	25,60	9,00	1032		100	18.193	13.100	None									
9522788	SINAR BRANI	Panama	Kobe Shipmanagement Co	Samudera	2010 / 06	Hakata Shipbuilding Co. Ltd., Japan	711	B&W;	7S50MC	9.888	17,5	147,00	25,00	9,00	1060	770			12.546	None									
9441764	SINAR BROMO	Panama	Seiun Shipping SA	Samudera	2009 / 01	Hakata Shipbuilding Co. Ltd., Japan	685	B&W;	7S50MC	9.988	19,5	147,00	25,00	9,00	1060	778	104	15.239	12.584	None									
9441752	SINAR BUTON	Panama	Nissen Kaiun Co Ltd	Samudera	2008 / 10	Hakata Shipbuilding Co. Ltd., Japan	683	B&W;	7S50MC	9.988	19,5	147,00	25,00	9,00	1060	778	104	15.239	12.584	None									
9141675	S. RAFAEL	Antigua	Phoenix Reederei Berederung		1998	Jiangsu Jiangyang Shipyard Group	113	B&W;	6 L40/54	4.320	15,5	116,20	16.60	6,20	516			5.450	5.025	2 x 40	DIAMANTE-02	S. RAFAEL-02	NORDERTOR-03	COLCA-06					
9435234	STADT MONTREAL	Isle of Man	Samudara Shipping Line	Samudera	2008 / 12	Guangzhou Wenchong Shipyard, China	340	B&W;	7S60MC	14.325	20,5	175,00	24,80	9,50	1740	1330	296	23.580	18.334	2 x 40									
9444962	SINAR SANGIR	Panama	Nissen Kaiun LTD	Samudera	2008 / 03	Imabari Shipbuilding Co. Ltd., Japan	653	B&W;	7S60MC	15.821	19,7	172,00	27,60	9,50	1700		192	21.481	17.500	None									
9202792	SINAR SOLO	Panama	Fukusai sagyo kk	Samudera	1999	Hakata Shipbuilding Co. Ltd., Japan	613	B&W;	7S50MC	9.989	18,0	147,00	23,20	8,70	1060	778	104	15.218	12.931	None									
9444974	SINAR SUBANG	Panama	Pilsynergy Maritime LTD	Samudera	2008 / 08	Imabari Shipbuilding Co. Ltd., Japan	654	B&W;	7S60MC	15.821	19,7	172,00	27,60	9,50	1700		192	21.481	17.500	None									
9435222	STADT HALIFAX	Isle of Man	Samudara Shipping Line	Samudera	2008 / 07	Guangzhou Wenchong Shipyard, China	339	B&W;	7S60MC	14.325	20,5	175,00	24,80	9,50	1740	1330	296	23.580	18.334	2 x 40									
9120920	ROYAL CONTAINER	Singapore	TEO Shipping	NYK	1996	Shin Kurushima Dockyard Co Ltd, Japan	2878	MIT	8UEC60LS	11.680	20,7	182,80	28,00	9,60	1510		60	24.083	17.613	None									
9146455	SINE MAERSK	Denmark	Maersk Line	Maersk	1998 / 06	Odense Steel Shipyard AS, Denmark	163	B&W;	12K90MC	54853	25,0	347,00	42,80	14,00	10457	6600	817	104.696	91.690	None									
9113642	NORASIA SINGA	Germany	BBG Bremer		1996 / 03	300	MIT	7UEC85LCS	27.290	22,5	242,10	32,20	12,00	3066			44.510	42.336	cont										
9143063	OOCL SINGAPORE	Greece	Technomar Shipping	OOCL	1997	Mitsubishi Heavy Industries Ltd Shimonoseki, Japan	2129	SUL	12RTA84C	48.630	24,6	276,00	40,00	14,00	5390	4312	300	67.480	66.047	None									
9181742	SINGAPORE BRIDGE	Panama	Kawasaki Kisen Kaisha	K-Line	1998 / 08	Naikai Zosen Corp., Japan	635	B&W;	6S60MC	12.268	19,0	152,00	26,20	8,30	1100		150	16.567	14.857	None									
9200809	SINGAPORE EXPRESS	Greece	Costamare Shipping	Hapag-Lloyd	2000 / 08	Hyundai Heavy Industries Ltd. Co, South Korea	1229	B&W;	7K98MC-C	40.040	24,0	294,00	32,20	13,50	4890	3564	400	67.145	54.437	None									
9041174	GLOBAL BAHAMA	Malta	Lomar Shipping	APL	1992	Meeres-Technik-Wismar, Germany	371	MAK	6M601	6600	17,3	157,50	22,80	9,00	1066	755	100	15.566	10.808		MAERSK SINGAPORE	SILVER SKY-03	CAPE ARAGO-09	EASTERN GLORY-13					
9197375	SINGELGRACHT	Netherlands	Spliethoff BV	Spliethoff	2000 / 02	Mitsubishi Heavy Industries Ltd Kobe, Japan	1061	SUL		12.060	19,2	168,10	25,20	10,70	1100			21.402	16.641	3x120									
8513819	VILLE DE SATURN	Panama	Pheachian Shiping		1987	Bremer Vulkan AG - Schiffbau, Germany	1075	B&W;	7L60MC	12.180	18,0	163,30	27,70	10,60	1597	1280	70	23.465	18.037	3 x 40	RED SEA ENTERPRISE-93	ANTWERP-94	CMB ANTWERP-97	MERKUR RIVER-98	MSC DIEGO-99	MERKUR RIVER-01	MERKUR RIVER-05	TIGER SEA-07	MSC AFRICA-09
8412388	ARKONA	Panama	Technomar Shipping		1985 / 00	Bremer Vulkan AG - Schiffbau, Germany	1045	B&W;	6L67GB	18.145	17,9	179,80	26,50	10,30	1382		80	25.088	18.591	2 x 50	RED SEA EXCELLENCE 89	LYME BAY-90	CMB MERZARIO-92	CGM LA PEROUSE 93	KADUNA-93	ARKONA-95	CGM COLBRERT-95	ARKONA-97	MSC NICOLE-98
8708543	VILLE DE MARS	Belgium	Safmarine Ship Managment		1988	A.G. Weser Seebeckwerft, Germany	1077	B&W;	6L60MC	9.800	17,3	176,70	27,80	10,50	1797		70	26.152	18.037	3 x 40	POL EAST-93	HANSA CONCORD-95	CMBT CONCORD-97	CONCORD-99	ZOE DELMAS-01	SAFMARINE CONCORD-10			
9160956	METHAN	Liberia	Meratus Line	Meratus	1999	Weihei Shipyard, China	960-25	B&W;	9L32/40	3.960	15,5	100,40	18,80	8,40	518		No Info	5.600	4.338	2 x 40	METHAN-02	DELMAS HARAKA-08	METHAN-11						
7602651	DURBAN STAR	Cyprus	Ofer Ship holding	Sinokor	1978 / 00	Stocznia Gdansk S.A., Poland	B467/1	PIL	18PC3V-4	24.274	15,0	190,10	25,40	9,60	742	450	No Info	16.595	17.552	None	PETRA-I-94	EL CONDOR-95	DURBAN STAR-98						
9146663	ORIENTAL BRIDGE	Panama	Aboitiz Jebsen Bulk Transport	K-Line	1996	Imabari Shipbuilding Co. Ltd., Japan	0530	B&W;	7S50MC	9.989	18,1	150,00	25,60	8,80	1299		150	17.468	13.300	2 x 35									
9160906	CAPE CARNAVERAL	Liberia	Sinokor Merchant Marine	Sinokor	1999 / 02	Fujian Mawei Shipyard, China	438B	B&W;	5S50MC	7.900	18,0	136,50	22,50	8,50	834	600	80	11.031	8.986	2 x 40	TIGER SEA-01	CAPE CANAVERAL-09	EMILIA SCHULTE-12						
7822562	ERCOLE LAURO	Panama	Sinokor Merchant Marine	Sinokor	1980 / 00	Fincantieri-Cantieri Navali Italiani S.p.A., Italy	4372	GMT	B550,16V	32.953	22,3	208,10	30,60	10,70	1454		108	25.868	27.073	None	SEXTUM-99	SINOKOR KWANGYANG-02							
8011237	HAYAKAWA MARU	Panama	S.A.M.A.M.A	Sinokor	1982 / 03	Mitsubishi Heavy Industries Ltd Kobe, Japan	1126	SUL	6RLA90	15000	18,2	211,00	32,30	11,60	1912		218	32.953	32.085	None	PACIFIC LINK-97	MAERSK BUSAN-98	PACIFIC LINK-01	ZIM LISBON-03	PROVIDENCE-04	WINCO PROVIDENCE-05	JUBILEE GLORY-07		
9160891	CAPE CAMPBELL	Germany	Sinokor Merchant Marine	Sinokor	1998 / 11	Fujian Mawei Shipyard, China	438A	B&W;	5S50MC	7.900	18,5	135,60	22,50	7,20	834	600	80	11.030	9.038	None	TIGER PEARL-99								
9179464	CAPE CANET	Cyprus	Sinokor Merchant Marine	Sinokor	1999	Weihei Shipyard, China	CZ006	B&W;	5S50MC	7.900	18,0	136,50	22,50	8,50	834		80	11.031	8.986	2 x 40	CAPE CANET-05	YM FAHA-09	CAROLIN SCHULTE-12						
9179440	CAPE CHARLES	Marshall Islands	DS Schiffahrt		1998 / 12	Weihei Shipyard, China	CZ004	B&W;	5S50MC	7.900	18,0	136,50	22,50	8,50	834	600	80	11.031	8.892	2 x 40	TIGER SEA-00	CAPE CHARLES-08	YM DOHA-09						
9192052	CAPE CREUS	Cyprus	Sinokor Merchant Marine	Sinokor	2000	Xiamen Shipyard , China	MX438H	B&W;	5S50MC	7.900	18,0	136,50	22,50	8,50	834		80	11.400	8.892		HENRY SCHULTE-12								
9367920	TRADE INTEGRITY	Hong Kong	SITC Ship Managment	Sinotrans	2007 / 12	Kyokuyo Shipyard Corp. , Japan	475	B&W;	6L50MC	7.998	19,1	144,80	22,40	11,00	907	600	120	12.550	9.571	None	TRADE INTEGRITY								
9330769	SUNRISE EXPRESS	Hong Kong	Josco Luck Shipping	Sinotrans	2006 / 06	Daesun Shipbuilding & Engineering  Co Ltd, South Korea	455	B&W;	6S46MC-C	6.891	17,9	142,70	22,60	8,20	1043	655	180	12.400	9.850		YM PUTIAN-06								
8705448	WALTER ULBRICHT	Panama	Costamare Shipping	Sinotrans	1989	Kvaerner Warnow-Werft GmbH, Germany	184	MAN	K8SZ70/1	10.994	17,0	172,20	25,40	10,40	1173	938	100	19.710	18.353	None	THURINGEN-94	SEA FALCON-94	SHANGHAI EXPRESS-04	HYUNDAI OPAL-07					
9301110	RENOWN	Bahamas	Kotoko Kaiun	Sinotrans	2005 / 06	Watanabe Shipbuilding Co. Ltd., Japan	342	MIT			18,0	139,70	23,00	8,00	920			11.179	9.443										
9367956	TRADE ELEGANCY	Hong Kong	SITC Ship Managment	Sinotrans	2008 / 05	Kyokuyo Shipyard Corp. , Japan	478	B&W;	6L50MC	7.998	19,1	144,80	22,40	11,00	907	600	120	12.550	9.571	None									
9633745	SINOTRANS SHANGHAI	China	Sinotrans Group	Sinotrans	2013 / 10	550	B&W;	6S46MC-C	6.891	17,9	142,70	22,60	8,20	1049	655		12.400	9.850	cont										
9367932	TRADE SINCERITY	Hong Kong	SITC Ship Managment	SITC	2008 / 03	Kyokuyo Shipyard Corp. , Japan	476	B&W;	6L50MC	7.998	19,1	144,80	22,40	11,00	907	600	120	12.550	9.571	None									
9633757	SINOTRANS TIANJIN	China	Sinotrans Group	Sinotrans	2013 / 10	551	B&W;	6S46MC-C	6.891	17,9	142,70	22,60	8,20	1049	655		12.400	9.850	cont										
9367968	TRADE ENDEAVOR	Panama	SITC Ship Managment	Sinotrans	2008 / 04	Kyokuyo Shipyard Corp. , Japan	480	B&W;	6L50MC	7.998	19,1	144,80	22,40	11,00	907	600	120	12.550	9.571	None									
9491719	SIRI BHUM	Thailand	Regional Container Line	RCL	2013 / 02	Daesun Shipbuilding & Engineering  Co Ltd, South Korea	521	B&W;	6S46MC-C	6.891	17,9	142,70	22,60	8,20	950	655	180	12.400	9.850										
7925986	MARITIME REGION	Singapore	Regional Container Line	RCL	1981 / 00	Usuki Shipyard Co. Ltd. , Japan	1511	PIL	12PC2-2V-40	4.413	15,3	130,70	20,10	6,70	558		No Info	8.737	6.139	2 x 40									
9127801	SIRIUS	Marshall Islands	Alpha Shipmanagement	Sinokor	1998 / 06	Stocznia Gdansk S.A., Poland	8138/03	B&W;	6L70MC	15710	21,0	178,00	28,20	9,70	1648	1250	350	25.049	21.199	2 x 45									
9266114	MING EARTH	Panama	Shoei Kisen	Yang Ming	2003 / 07	Imabari Shipbuilding Co. Ltd., Japan	0582	B&W;	7S60MC	15.785	19,7	172,00	27,60	9,50	1264		145	22.007	17153										
9610559	SITC BUSAN	Panama	SITC Ship Managment	SITC	2013 / 02	Daesun Shipbuilding & Engineering  Co Ltd, South Korea	547	B&W;	6S46MC-C	6.891	17,9	142,70	22,60	8,20	1043	655	180	12.400	9.850										
9639610	SITC DALIAN	Hong Kong	SITC Ship Managment	SITC	2012 / 11	Yangfan Ship Group, China	2206								1110			12.550	9.571	None									
9639610	SITC DALIAN	Hong Kong	SITC Ship Managment	SITC	2012 / 11	Yangfan Ship Group, China	2206								1110			12.550	9.571	None									
9639660	SITC FANGCHENG	Hong Kong	SITC Ship Managment	SITC	2012 /09	Yangfan Ship Group, China	2221					144,80	22,40					12.550	9.571	None									
9261384	CHIANGMAI BRIDGE	Panama	SITC Ship Management	K-Line	2002 / 01	Iwagi Zosen K.K., Japan	201	B&W;	7S50MC	9.989	18,5	161,90	25,60	9,00	1032		156	17.800	13.267		CHIANGMAI BRIDGE-12								
9253179	MACTAN BRIDGE	Panama	Shoei Kisen	K-Line	2001 / 08	Iwagi Zosen K.K., Japan	200	B&W;	8S50MC	10.276	19,0	161,90	25,60	9,10	1032		150	17.800	13.267										
9639608	SITC HOCHIMINH	Hong Kong	SITC Ship Managment	SITC	012 / 12	Yangfan Ship Group, China	2205								1110			12.550	9.571	None									
9331115	SITC HONG KONG	Panama	SITC Ship Managment	SITC	2007 / 04	Kyokuyo Shipyard Corp. , Japan	470	B&W;	6L50MC	7.998	19,1	144,80	22,40	11,00	907	600	120	12.550	9.571	None									
9258856	PHUKET BRIDGE	Panama	SITC Ship Managment	SITC	2001 / 11	Iwagi Zosen K.K., Japan	202	B&W;	7S50MC	9.989	18,5	161,90	25,60	12,90	1032		156	18.070	13.267	None									
9266126	MING PEOPLE	Panama	Shoei Kisen	Yang Ming	2003 / 09	Imabari Shipbuilding Co. Ltd., Japan	0583	B&W;	7S60MC	15.785	19,7	172,00	27,60	9,50	1264		145	22.007	17153										
9404510	SITC KAOHSIUNG	Panama	SITC Ship Managment	SITC	2007 / 04	Hangzhou Dongfeng Shipbuilding, China	686	MAN	5L16/24	9.730	20,0	146,50	22,70	7,30	1102		200	10.500	9.280										
9088902	KAPITAN BYANKIN	Cyprus	SITC Ship Management	SITC	1994	Stocznia Szczecinska S.A., Poland	183/2/17	B&W;	6L50MC	6.930	17,3	149,50	22,30	8,30	1012	649	50	12.380	9.539	2 x 40									
9293557	SITC KOBE	Panama	SITC Ship Management	SITC	2004 / 03	Kyokuyo Shipyard Corp. , Japan	451	B&W;	6L50MC	7.998	19,1	144,80	22,40	11,00	831	600	120	12.645	9.571	None									
9610535	SITC KWANGYANG	Panama	SITC Ship Managment	SITC	2012 / 01	Daesun Shipbuilding & Engineering  Co Ltd, South Korea	545	B&W;	6S46MC-C	6.891	17,9	142,70	22,60	8,20	950	655	180	12.400	9.850										
9266102	MING SKY	Panama	Shoei Kisen	Yang Ming	2003 / 06	Imabari Shipbuilding Co. Ltd., Japan	0581	B&W;	7S60MC	15.785	19,7	172,00	27,60	9,50	1264		145	22.007	17153										
9639634	SITC LIANYUNGANG	China	SITC Ship Managment	SITC	2012 / 07	Yangfan Ship Group, China	2208								1110					None									
9207572	SITC DALIAN	Panama	Esmeralda Schffahrt	SITC	2000 / 03	Kyokuyo Shipyard Corp. , Japan	430	B&W;	6L50MC	7.998	19,1	144,80	22,40	8,20	847	610	No Info	12.675	9.413	None									
9639593	SITC MOJI	Hong Kong	SITC Ship Managment	SITC	012 / 08	Yangfan Ship Group, China	2204								1110					None									
9308053	SITC NAGOYA	Panama	SITC Ship Managment	SITC	2006 / 06	Kyokuyo Shipyard Corp. , Japan	465	B&W;	6L50MC	7.998	19,1	144,80	22,40	11,00	907	600	120	12.550	9.571	None									
9293569	SITC NINGBO	Panama	SITC Ship Management	SITC	2004 / 05	Kyokuyo Shipyard Corp. , Japan	452	B&W;	6L50MC	7.998	19,1	144,80	22,40	11,00	831	600	120	12.645	9.571	None									
9638329	SITC OSAKA	Hong kong	SITC Container Lines	SITC	2012 / 09	Yangfan Ship Group, China	xxx								1110					None									
9101792	SITC PYONGTAEK	Hong kong	SITC Container Lines	SITC	1994	Stocznia Szczecinska S.A., Poland	B183-II/18	B&W;	6 L50MC	6.930	18,0	149,50	22,30	8,30	1016	645	96	12.380	9.601	2 x 40									
9610547	SITC QINGDAO	Panama	SITC Ship Managment	SITC	2012 / 11	Daesun Shipbuilding & Engineering  Co Ltd, South Korea	546	B&W;	6S46MC-C	6.891	17,9	142,70	22,60	8,20	1043	655	180	12.400	9.850										
9258715	SITC SHANGHAI	Panama	SITC Ship Management	SITC	2002 / 07	Kyokuyo Shipyard Corp. , Japan	440	B&W;	6L50MC	7.998	19,1	134,00	22,40	8,20	847	610	No Info	12.696	9.500	None									
9639646	SITC SHENZHEN	Hong Kong	SITC Ship Management	SITC	2012 / 08	Zhejiang Yangfan Ship Group, China	2209					144,00	23,00	8,80				12.692	9.734	None									
9639658	SITC SHIMIZU	Hong Kong	SITC Ship Management	SITC	2012 / 09	Zhejiang Yangfan Ship Group, China	220					144,00	23,00	8,80				12.692	9.734										
9330575	SITC TIANJIN	Panama	SITC Ship Managment	SITC	2006 / 09	Kyokuyo Shipyard Corp. , Japan	466	B&W;	6L50MC	7.998	19,1	144,80	22,40	11,00	907	600	120	12.550	9.571	None									
9258727	SITC TOKYO	Panama	SITC Ship Management	SITC	2002 / 09	Kyokuyo Shipyard Corp. , Japan	441	B&W;	6L50MC	7.998	19,1	134,00	22,40	8,20	847	610	No Info	12.696	9.500	None									
9331127	SITC XIAMEN	Panama	SITC Ship Managment	SITC	2007 / 07	Kyokuyo Shipyard Corp. , Japan	471	B&W;	6L50MC	7.998	19,1	144,80	22,40	11,00	907	600	120	12.550	9.571	None									
9639622	SITC YANTAI	China	SITC Ship Managment	SITC	013 / 01	Yangfan Ship Group, China	2207								1110					None									
9638331	SITC YOKKAICHI	China	SITC Ship Management	SITC	20112 / 11	Kyokuyo Shipyard Corp. , Japan	UN01								1103			12.000	9.000	None									
